r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200704e+06 	1.520100e+09 	1.547668e+04 	1.492452e+22 	1.394887e+01 	3.070093e+08 	2.201576e+07 	1.369949e+39 	8.955865e+38 	9.657761e+08 	3.333333e-01 	
1.200733e+06 	1.518037e+09 	1.532619e+04 	1.483542e+22 	1.408507e+01 	3.068009e+08 	2.178800e+07 	1.369851e+39 	8.955339e+38 	9.572345e+08 	3.333333e-01 	
1.200762e+06 	1.515980e+09 	1.517716e+04 	1.474701e+22 	1.422259e+01 	3.065930e+08 	2.156262e+07 	1.369752e+39 	8.954810e+38 	9.487671e+08 	3.333333e-01 	
1.200791e+06 	1.513929e+09 	1.502958e+04 	1.465927e+22 	1.436146e+01 	3.063855e+08 	2.133960e+07 	1.369653e+39 	8.954278e+38 	9.403732e+08 	3.333333e-01 	
1.200820e+06 	1.511884e+09 	1.488344e+04 	1.457220e+22 	1.450168e+01 	3.061785e+08 	2.111891e+07 	1.369554e+39 	8.953743e+38 	9.320522e+08 	3.333333e-01 	
1.200850e+06 	1.509844e+09 	1.473871e+04 	1.448581e+22 	1.464326e+01 	3.059719e+08 	2.090053e+07 	1.369454e+39 	8.953205e+38 	9.238034e+08 	3.333333e-01 	
1.200879e+06 	1.507810e+09 	1.459539e+04 	1.440007e+22 	1.478623e+01 	3.057657e+08 	2.068443e+07 	1.369354e+39 	8.952665e+38 	9.156262e+08 	3.333333e-01 	
1.200908e+06 	1.505782e+09 	1.445347e+04 	1.431499e+22 	1.493059e+01 	3.055600e+08 	2.047059e+07 	1.369253e+39 	8.952122e+38 	9.075201e+08 	3.333333e-01 	
1.200938e+06 	1.503760e+09 	1.431293e+04 	1.423055e+22 	1.507636e+01 	3.053548e+08 	2.025898e+07 	1.369151e+39 	8.951576e+38 	8.994845e+08 	3.333333e-01 	
1.200967e+06 	1.501743e+09 	1.417375e+04 	1.414676e+22 	1.522355e+01 	3.051500e+08 	2.004958e+07 	1.369050e+39 	8.951027e+38 	8.915187e+08 	3.333333e-01 	
1.200997e+06 	1.499732e+09 	1.403593e+04 	1.406360e+22 	1.537218e+01 	3.049456e+08 	1.984237e+07 	1.368947e+39 	8.950475e+38 	8.836221e+08 	3.333333e-01 	
1.201027e+06 	1.497727e+09 	1.389944e+04 	1.398108e+22 	1.552225e+01 	3.047416e+08 	1.963732e+07 	1.368845e+39 	8.949921e+38 	8.757943e+08 	3.333333e-01 	
1.201056e+06 	1.495727e+09 	1.376429e+04 	1.389918e+22 	1.567379e+01 	3.045381e+08 	1.943441e+07 	1.368741e+39 	8.949363e+38 	8.680345e+08 	3.333333e-01 	
1.201086e+06 	1.493733e+09 	1.363045e+04 	1.381789e+22 	1.582681e+01 	3.043351e+08 	1.923363e+07 	1.368638e+39 	8.948803e+38 	8.603423e+08 	3.333333e-01 	
1.201116e+06 	1.491745e+09 	1.349791e+04 	1.373722e+22 	1.598132e+01 	3.041324e+08 	1.903493e+07 	1.368533e+39 	8.948239e+38 	8.527170e+08 	3.333333e-01 	
1.201146e+06 	1.489762e+09 	1.336666e+04 	1.365716e+22 	1.613733e+01 	3.039302e+08 	1.883831e+07 	1.368429e+39 	8.947673e+38 	8.451580e+08 	3.333333e-01 	
1.201176e+06 	1.487784e+09 	1.323668e+04 	1.357770e+22 	1.629487e+01 	3.037284e+08 	1.864375e+07 	1.368323e+39 	8.947103e+38 	8.376649e+08 	3.333333e-01 	
1.201206e+06 	1.485813e+09 	1.310797e+04 	1.349885e+22 	1.645394e+01 	3.035271e+08 	1.845121e+07 	1.368218e+39 	8.946531e+38 	8.302370e+08 	3.333333e-01 	
1.201236e+06 	1.483846e+09 	1.298051e+04 	1.342058e+22 	1.661456e+01 	3.033262e+08 	1.826069e+07 	1.368112e+39 	8.945955e+38 	8.228737e+08 	3.333333e-01 	
1.201267e+06 	1.481886e+09 	1.285429e+04 	1.334291e+22 	1.677675e+01 	3.031257e+08 	1.807215e+07 	1.368005e+39 	8.945377e+38 	8.155746e+08 	3.333333e-01 	
1.201297e+06 	1.479930e+09 	1.272930e+04 	1.326582e+22 	1.694051e+01 	3.029257e+08 	1.788558e+07 	1.367898e+39 	8.944795e+38 	8.083391e+08 	3.333333e-01 	
1.201327e+06 	1.477981e+09 	1.260552e+04 	1.318930e+22 	1.710588e+01 	3.027261e+08 	1.770095e+07 	1.367790e+39 	8.944210e+38 	8.011666e+08 	3.333333e-01 	
1.201358e+06 	1.476036e+09 	1.248294e+04 	1.311335e+22 	1.727286e+01 	3.025269e+08 	1.751825e+07 	1.367682e+39 	8.943622e+38 	7.940567e+08 	3.333333e-01 	
1.201388e+06 	1.474097e+09 	1.236156e+04 	1.303797e+22 	1.744146e+01 	3.023281e+08 	1.733746e+07 	1.367573e+39 	8.943031e+38 	7.870087e+08 	3.333333e-01 	
1.201419e+06 	1.472164e+09 	1.224136e+04 	1.296316e+22 	1.761171e+01 	3.021297e+08 	1.715855e+07 	1.367464e+39 	8.942437e+38 	7.800222e+08 	3.333333e-01 	
1.201450e+06 	1.470235e+09 	1.212233e+04 	1.288890e+22 	1.778362e+01 	3.019318e+08 	1.698151e+07 	1.367354e+39 	8.941840e+38 	7.730967e+08 	3.333333e-01 	
1.201480e+06 	1.468312e+09 	1.200445e+04 	1.281519e+22 	1.795720e+01 	3.017343e+08 	1.680631e+07 	1.367244e+39 	8.941239e+38 	7.662316e+08 	3.333333e-01 	
1.201511e+06 	1.466395e+09 	1.188772e+04 	1.274203e+22 	1.813247e+01 	3.015372e+08 	1.663293e+07 	1.367133e+39 	8.940636e+38 	7.594263e+08 	3.333333e-01 	
1.201542e+06 	1.464483e+09 	1.177213e+04 	1.266941e+22 	1.830946e+01 	3.013405e+08 	1.646137e+07 	1.367021e+39 	8.940029e+38 	7.526805e+08 	3.333333e-01 	
1.201573e+06 	1.462576e+09 	1.165766e+04 	1.259733e+22 	1.848816e+01 	3.011443e+08 	1.629159e+07 	1.366909e+39 	8.939418e+38 	7.459935e+08 	3.333333e-01 	
1.201604e+06 	1.460674e+09 	1.154430e+04 	1.252578e+22 	1.866861e+01 	3.009484e+08 	1.612358e+07 	1.366797e+39 	8.938805e+38 	7.393649e+08 	3.333333e-01 	
1.201635e+06 	1.458778e+09 	1.143204e+04 	1.245477e+22 	1.885082e+01 	3.007530e+08 	1.595733e+07 	1.366684e+39 	8.938188e+38 	7.327942e+08 	3.333333e-01 	
1.201666e+06 	1.456886e+09 	1.132088e+04 	1.238427e+22 	1.903481e+01 	3.005580e+08 	1.579280e+07 	1.366570e+39 	8.937568e+38 	7.262809e+08 	3.333333e-01 	
1.201698e+06 	1.455001e+09 	1.121080e+04 	1.231430e+22 	1.922058e+01 	3.003634e+08 	1.562999e+07 	1.366456e+39 	8.936944e+38 	7.198245e+08 	3.333333e-01 	
1.201729e+06 	1.453120e+09 	1.110179e+04 	1.224484e+22 	1.940817e+01 	3.001692e+08 	1.546887e+07 	1.366341e+39 	8.936318e+38 	7.134245e+08 	3.333333e-01 	
1.201760e+06 	1.451244e+09 	1.099383e+04 	1.217588e+22 	1.959759e+01 	2.999754e+08 	1.530943e+07 	1.366226e+39 	8.935687e+38 	7.070804e+08 	3.333333e-01 	
1.201792e+06 	1.449374e+09 	1.088693e+04 	1.210744e+22 	1.978885e+01 	2.997821e+08 	1.515166e+07 	1.366110e+39 	8.935054e+38 	7.007919e+08 	3.333333e-01 	
1.201823e+06 	1.447508e+09 	1.078107e+04 	1.203949e+22 	1.998197e+01 	2.995891e+08 	1.499552e+07 	1.365994e+39 	8.934417e+38 	6.945583e+08 	3.333333e-01 	
1.201855e+06 	1.445648e+09 	1.067624e+04 	1.197204e+22 	2.017698e+01 	2.993965e+08 	1.484101e+07 	1.365877e+39 	8.933776e+38 	6.883792e+08 	3.333333e-01 	
1.201887e+06 	1.443793e+09 	1.057242e+04 	1.190508e+22 	2.037389e+01 	2.992044e+08 	1.468811e+07 	1.365760e+39 	8.933132e+38 	6.822542e+08 	3.333333e-01 	
1.201918e+06 	1.441943e+09 	1.046962e+04 	1.183861e+22 	2.057271e+01 	2.990126e+08 	1.453680e+07 	1.365641e+39 	8.932485e+38 	6.761828e+08 	3.333333e-01 	
1.201950e+06 	1.440098e+09 	1.036781e+04 	1.177263e+22 	2.077347e+01 	2.988212e+08 	1.438706e+07 	1.365523e+39 	8.931834e+38 	6.701644e+08 	3.333333e-01 	
1.201982e+06 	1.438258e+09 	1.026700e+04 	1.170713e+22 	2.097619e+01 	2.986303e+08 	1.423889e+07 	1.365403e+39 	8.931179e+38 	6.641987e+08 	3.333333e-01 	
1.202014e+06 	1.436423e+09 	1.016716e+04 	1.164210e+22 	2.118089e+01 	2.984397e+08 	1.409225e+07 	1.365284e+39 	8.930521e+38 	6.582853e+08 	3.333333e-01 	
1.202046e+06 	1.434593e+09 	1.006830e+04 	1.157755e+22 	2.138757e+01 	2.982496e+08 	1.394714e+07 	1.365163e+39 	8.929859e+38 	6.524237e+08 	3.333333e-01 	
1.202079e+06 	1.432768e+09 	9.970396e+03 	1.151346e+22 	2.159628e+01 	2.980598e+08 	1.380354e+07 	1.365042e+39 	8.929194e+38 	6.466134e+08 	3.333333e-01 	
1.202111e+06 	1.430948e+09 	9.873446e+03 	1.144983e+22 	2.180701e+01 	2.978705e+08 	1.366143e+07 	1.364920e+39 	8.928525e+38 	6.408540e+08 	3.333333e-01 	
1.202143e+06 	1.429133e+09 	9.777438e+03 	1.138666e+22 	2.201980e+01 	2.976815e+08 	1.352080e+07 	1.364798e+39 	8.927853e+38 	6.351450e+08 	3.333333e-01 	
1.202176e+06 	1.427323e+09 	9.682364e+03 	1.132395e+22 	2.223466e+01 	2.974929e+08 	1.338163e+07 	1.364675e+39 	8.927176e+38 	6.294861e+08 	3.333333e-01 	
1.202208e+06 	1.425518e+09 	9.588214e+03 	1.126169e+22 	2.245161e+01 	2.973047e+08 	1.324391e+07 	1.364552e+39 	8.926496e+38 	6.238768e+08 	3.333333e-01 	
1.202241e+06 	1.423718e+09 	9.494979e+03 	1.119987e+22 	2.267068e+01 	2.971169e+08 	1.310762e+07 	1.364428e+39 	8.925813e+38 	6.183167e+08 	3.333333e-01 	
1.202274e+06 	1.421922e+09 	9.402652e+03 	1.113850e+22 	2.289188e+01 	2.969295e+08 	1.297275e+07 	1.364303e+39 	8.925125e+38 	6.128053e+08 	3.333333e-01 	
1.202306e+06 	1.420131e+09 	9.311222e+03 	1.107757e+22 	2.311523e+01 	2.967425e+08 	1.283928e+07 	1.364178e+39 	8.924434e+38 	6.073423e+08 	3.333333e-01 	
1.202339e+06 	1.418346e+09 	9.220681e+03 	1.101708e+22 	2.334077e+01 	2.965559e+08 	1.270720e+07 	1.364052e+39 	8.923739e+38 	6.019272e+08 	3.333333e-01 	
1.202372e+06 	1.416565e+09 	9.131021e+03 	1.095701e+22 	2.356849e+01 	2.963696e+08 	1.257649e+07 	1.363925e+39 	8.923040e+38 	5.965596e+08 	3.333333e-01 	
1.202405e+06 	1.414788e+09 	9.042232e+03 	1.089738e+22 	2.379844e+01 	2.961837e+08 	1.244713e+07 	1.363798e+39 	8.922337e+38 	5.912391e+08 	3.333333e-01 	
1.202438e+06 	1.413017e+09 	8.954307e+03 	1.083817e+22 	2.403062e+01 	2.959983e+08 	1.231912e+07 	1.363670e+39 	8.921631e+38 	5.859653e+08 	3.333333e-01 	
1.202472e+06 	1.411250e+09 	8.867236e+03 	1.077938e+22 	2.426507e+01 	2.958131e+08 	1.219244e+07 	1.363542e+39 	8.920920e+38 	5.807378e+08 	3.333333e-01 	
1.202505e+06 	1.409488e+09 	8.781013e+03 	1.072101e+22 	2.450180e+01 	2.956284e+08 	1.206708e+07 	1.363412e+39 	8.920206e+38 	5.755562e+08 	3.333333e-01 	
1.202538e+06 	1.407731e+09 	8.695628e+03 	1.066305e+22 	2.474083e+01 	2.954441e+08 	1.194302e+07 	1.363283e+39 	8.919487e+38 	5.704202e+08 	3.333333e-01 	
1.202572e+06 	1.405978e+09 	8.611073e+03 	1.060550e+22 	2.498220e+01 	2.952601e+08 	1.182024e+07 	1.363152e+39 	8.918765e+38 	5.653292e+08 	3.333333e-01 	
1.202605e+06 	1.404230e+09 	8.527340e+03 	1.054835e+22 	2.522591e+01 	2.950765e+08 	1.169874e+07 	1.363021e+39 	8.918039e+38 	5.602830e+08 	3.333333e-01 	
1.202639e+06 	1.402487e+09 	8.444421e+03 	1.049161e+22 	2.547199e+01 	2.948933e+08 	1.157851e+07 	1.362889e+39 	8.917308e+38 	5.552812e+08 	3.333333e-01 	
1.202673e+06 	1.400748e+09 	8.362309e+03 	1.043527e+22 	2.572048e+01 	2.947104e+08 	1.145952e+07 	1.362757e+39 	8.916574e+38 	5.503233e+08 	3.333333e-01 	
1.202707e+06 	1.399014e+09 	8.280995e+03 	1.037933e+22 	2.597138e+01 	2.945279e+08 	1.134176e+07 	1.362624e+39 	8.915835e+38 	5.454089e+08 	3.333333e-01 	
1.202741e+06 	1.397285e+09 	8.200472e+03 	1.032378e+22 	2.622472e+01 	2.943458e+08 	1.122523e+07 	1.362490e+39 	8.915093e+38 	5.405378e+08 	3.333333e-01 	
1.202775e+06 	1.395560e+09 	8.120732e+03 	1.026862e+22 	2.648053e+01 	2.941641e+08 	1.110991e+07 	1.362355e+39 	8.914346e+38 	5.357096e+08 	3.333333e-01 	
1.202809e+06 	1.393839e+09 	8.041767e+03 	1.021385e+22 	2.673884e+01 	2.939827e+08 	1.099578e+07 	1.362220e+39 	8.913595e+38 	5.309238e+08 	3.333333e-01 	
1.202843e+06 	1.392123e+09 	7.963571e+03 	1.015946e+22 	2.699965e+01 	2.938017e+08 	1.088284e+07 	1.362084e+39 	8.912840e+38 	5.261801e+08 	3.333333e-01 	
1.202878e+06 	1.390412e+09 	7.886134e+03 	1.010544e+22 	2.726301e+01 	2.936211e+08 	1.077106e+07 	1.361948e+39 	8.912081e+38 	5.214782e+08 	3.333333e-01 	
1.202912e+06 	1.388705e+09 	7.809450e+03 	1.005180e+22 	2.752893e+01 	2.934408e+08 	1.066045e+07 	1.361810e+39 	8.911318e+38 	5.168177e+08 	3.333333e-01 	
1.202947e+06 	1.387003e+09 	7.733513e+03 	9.998537e+21 	2.779744e+01 	2.932609e+08 	1.055099e+07 	1.361672e+39 	8.910550e+38 	5.121982e+08 	3.333333e-01 	
1.202981e+06 	1.385305e+09 	7.658313e+03 	9.945641e+21 	2.806856e+01 	2.930813e+08 	1.044266e+07 	1.361534e+39 	8.909778e+38 	5.076195e+08 	3.333333e-01 	
1.203016e+06 	1.383611e+09 	7.583845e+03 	9.893111e+21 	2.834232e+01 	2.929021e+08 	1.033545e+07 	1.361394e+39 	8.909001e+38 	5.030810e+08 	3.333333e-01 	
1.203051e+06 	1.381922e+09 	7.510101e+03 	9.840945e+21 	2.861874e+01 	2.927233e+08 	1.022935e+07 	1.361254e+39 	8.908221e+38 	4.985825e+08 	3.333333e-01 	
1.203086e+06 	1.380237e+09 	7.437074e+03 	9.789141e+21 	2.889786e+01 	2.925448e+08 	1.012436e+07 	1.361113e+39 	8.907436e+38 	4.941237e+08 	3.333333e-01 	
1.203121e+06 	1.378557e+09 	7.364757e+03 	9.737697e+21 	2.917969e+01 	2.923667e+08 	1.002045e+07 	1.360972e+39 	8.906646e+38 	4.897041e+08 	3.333333e-01 	
1.203156e+06 	1.376881e+09 	7.293143e+03 	9.686605e+21 	2.946427e+01 	2.921889e+08 	9.917617e+06 	1.360830e+39 	8.905852e+38 	4.853235e+08 	3.333333e-01 	
1.203191e+06 	1.375210e+09 	7.222226e+03 	9.635864e+21 	2.975162e+01 	2.920115e+08 	9.815851e+06 	1.360686e+39 	8.905054e+38 	4.809815e+08 	3.333333e-01 	
1.203227e+06 	1.373542e+09 	7.151998e+03 	9.585471e+21 	3.004176e+01 	2.918344e+08 	9.715140e+06 	1.360543e+39 	8.904251e+38 	4.766778e+08 	3.333333e-01 	
1.203262e+06 	1.371879e+09 	7.082453e+03 	9.535422e+21 	3.033472e+01 	2.916577e+08 	9.615472e+06 	1.360398e+39 	8.903444e+38 	4.724121e+08 	3.333333e-01 	
1.203298e+06 	1.370220e+09 	7.013584e+03 	9.485716e+21 	3.063054e+01 	2.914813e+08 	9.516836e+06 	1.360253e+39 	8.902632e+38 	4.681840e+08 	3.333333e-01 	
1.203333e+06 	1.368566e+09 	6.945385e+03 	9.436348e+21 	3.092924e+01 	2.913053e+08 	9.419222e+06 	1.360107e+39 	8.901816e+38 	4.639932e+08 	3.333333e-01 	
1.203369e+06 	1.366916e+09 	6.877849e+03 	9.387317e+21 	3.123084e+01 	2.911296e+08 	9.322619e+06 	1.359960e+39 	8.900995e+38 	4.598394e+08 	3.333333e-01 	
1.203405e+06 	1.365270e+09 	6.810970e+03 	9.338619e+21 	3.153538e+01 	2.909542e+08 	9.227016e+06 	1.359813e+39 	8.900169e+38 	4.557223e+08 	3.333333e-01 	
1.203441e+06 	1.363628e+09 	6.744742e+03 	9.290252e+21 	3.184288e+01 	2.907792e+08 	9.132403e+06 	1.359664e+39 	8.899339e+38 	4.516415e+08 	3.333333e-01 	
1.203477e+06 	1.361990e+09 	6.679157e+03 	9.242214e+21 	3.215337e+01 	2.906046e+08 	9.038769e+06 	1.359515e+39 	8.898504e+38 	4.475967e+08 	3.333333e-01 	
1.203513e+06 	1.360357e+09 	6.614210e+03 	9.194502e+21 	3.246688e+01 	2.904303e+08 	8.946105e+06 	1.359365e+39 	8.897664e+38 	4.435877e+08 	3.333333e-01 	
1.203549e+06 	1.358727e+09 	6.549894e+03 	9.147113e+21 	3.278344e+01 	2.902563e+08 	8.854399e+06 	1.359215e+39 	8.896820e+38 	4.396141e+08 	3.333333e-01 	
1.203586e+06 	1.357102e+09 	6.486204e+03 	9.100043e+21 	3.310309e+01 	2.900826e+08 	8.763643e+06 	1.359063e+39 	8.895970e+38 	4.356756e+08 	3.333333e-01 	
1.203622e+06 	1.355481e+09 	6.423133e+03 	9.053290e+21 	3.342584e+01 	2.899093e+08 	8.673826e+06 	1.358911e+39 	8.895116e+38 	4.317719e+08 	3.333333e-01 	
1.203659e+06 	1.353864e+09 	6.360676e+03 	9.006851e+21 	3.375173e+01 	2.897364e+08 	8.584938e+06 	1.358758e+39 	8.894258e+38 	4.279027e+08 	3.333333e-01 	
1.203696e+06 	1.352251e+09 	6.298825e+03 	8.960723e+21 	3.408080e+01 	2.895637e+08 	8.496970e+06 	1.358604e+39 	8.893394e+38 	4.240677e+08 	3.333333e-01 	
1.203733e+06 	1.350642e+09 	6.237577e+03 	8.914903e+21 	3.441306e+01 	2.893914e+08 	8.409911e+06 	1.358449e+39 	8.892525e+38 	4.202666e+08 	3.333333e-01 	
1.203770e+06 	1.349037e+09 	6.176923e+03 	8.869389e+21 	3.474855e+01 	2.892194e+08 	8.323753e+06 	1.358294e+39 	8.891652e+38 	4.164992e+08 	3.333333e-01 	
1.203807e+06 	1.347437e+09 	6.116860e+03 	8.824179e+21 	3.508731e+01 	2.890478e+08 	8.238486e+06 	1.358138e+39 	8.890773e+38 	4.127651e+08 	3.333333e-01 	
1.203844e+06 	1.345840e+09 	6.057381e+03 	8.779269e+21 	3.542937e+01 	2.888764e+08 	8.154100e+06 	1.357981e+39 	8.889890e+38 	4.090640e+08 	3.333333e-01 	
1.203881e+06 	1.344247e+09 	5.998480e+03 	8.734659e+21 	3.577475e+01 	2.887054e+08 	8.070587e+06 	1.357823e+39 	8.889001e+38 	4.053957e+08 	3.333333e-01 	
1.203919e+06 	1.342658e+09 	5.940151e+03 	8.690346e+21 	3.612348e+01 	2.885347e+08 	7.987938e+06 	1.357664e+39 	8.888108e+38 	4.017598e+08 	3.333333e-01 	
1.203956e+06 	1.341073e+09 	5.882390e+03 	8.646329e+21 	3.647562e+01 	2.883644e+08 	7.906142e+06 	1.357504e+39 	8.887209e+38 	3.981561e+08 	3.333333e-01 	
1.203994e+06 	1.339492e+09 	5.825191e+03 	8.602603e+21 	3.683117e+01 	2.881944e+08 	7.825193e+06 	1.357344e+39 	8.886306e+38 	3.945843e+08 	3.333333e-01 	
1.204032e+06 	1.337915e+09 	5.768547e+03 	8.559164e+21 	3.719018e+01 	2.880247e+08 	7.745080e+06 	1.357182e+39 	8.885397e+38 	3.910442e+08 	3.333333e-01 	
1.204070e+06 	1.336342e+09 	5.712455e+03 	8.516012e+21 	3.755269e+01 	2.878553e+08 	7.665794e+06 	1.357020e+39 	8.884483e+38 	3.875354e+08 	3.333333e-01 	
1.204108e+06 	1.334772e+09 	5.656908e+03 	8.473143e+21 	3.791872e+01 	2.876862e+08 	7.587328e+06 	1.356857e+39 	8.883564e+38 	3.840577e+08 	3.333333e-01 	
1.204146e+06 	1.333207e+09 	5.601901e+03 	8.430555e+21 	3.828830e+01 	2.875174e+08 	7.509672e+06 	1.356693e+39 	8.882639e+38 	3.806108e+08 	3.333333e-01 	
1.204185e+06 	1.331645e+09 	5.547429e+03 	8.388246e+21 	3.866148e+01 	2.873490e+08 	7.432819e+06 	1.356529e+39 	8.881709e+38 	3.771945e+08 	3.333333e-01 	
1.204223e+06 	1.330087e+09 	5.493487e+03 	8.346213e+21 	3.903829e+01 	2.871808e+08 	7.356759e+06 	1.356363e+39 	8.880774e+38 	3.738085e+08 	3.333333e-01 	
1.204262e+06 	1.328533e+09 	5.440069e+03 	8.304455e+21 	3.941876e+01 	2.870130e+08 	7.281485e+06 	1.356196e+39 	8.879834e+38 	3.704525e+08 	3.333333e-01 	
1.204300e+06 	1.326982e+09 	5.387171e+03 	8.262970e+21 	3.980293e+01 	2.868455e+08 	7.206988e+06 	1.356029e+39 	8.878888e+38 	3.671262e+08 	3.333333e-01 	
1.204339e+06 	1.325436e+09 	5.334787e+03 	8.221755e+21 	4.019084e+01 	2.866783e+08 	7.133260e+06 	1.355861e+39 	8.877937e+38 	3.638294e+08 	3.333333e-01 	
1.204378e+06 	1.323893e+09 	5.282912e+03 	8.180808e+21 	4.058252e+01 	2.865114e+08 	7.060294e+06 	1.355692e+39 	8.876981e+38 	3.605619e+08 	3.333333e-01 	
1.204417e+06 	1.322354e+09 	5.231542e+03 	8.140127e+21 	4.097800e+01 	2.863448e+08 	6.988080e+06 	1.355521e+39 	8.876019e+38 	3.573234e+08 	3.333333e-01 	
1.204456e+06 	1.320818e+09 	5.180671e+03 	8.099708e+21 	4.137733e+01 	2.861785e+08 	6.916612e+06 	1.355350e+39 	8.875051e+38 	3.541136e+08 	3.333333e-01 	
1.204496e+06 	1.319286e+09 	5.130295e+03 	8.059551e+21 	4.178054e+01 	2.860125e+08 	6.845882e+06 	1.355178e+39 	8.874078e+38 	3.509323e+08 	3.333333e-01 	
1.204535e+06 	1.317758e+09 	5.080409e+03 	8.019652e+21 	4.218766e+01 	2.858468e+08 	6.775881e+06 	1.355006e+39 	8.873099e+38 	3.477793e+08 	3.333333e-01 	
1.204575e+06 	1.316234e+09 	5.031008e+03 	7.980008e+21 	4.259875e+01 	2.856814e+08 	6.706603e+06 	1.354832e+39 	8.872115e+38 	3.446542e+08 	3.333333e-01 	
1.204614e+06 	1.314713e+09 	4.982087e+03 	7.940619e+21 	4.301383e+01 	2.855163e+08 	6.638039e+06 	1.354657e+39 	8.871125e+38 	3.415569e+08 	3.333333e-01 	
1.204654e+06 	1.313195e+09 	4.933642e+03 	7.901482e+21 	4.343294e+01 	2.853515e+08 	6.570183e+06 	1.354481e+39 	8.870130e+38 	3.384872e+08 	3.333333e-01 	
1.204694e+06 	1.311682e+09 	4.885668e+03 	7.862595e+21 	4.385612e+01 	2.851870e+08 	6.503027e+06 	1.354305e+39 	8.869129e+38 	3.354446e+08 	3.333333e-01 	
1.204734e+06 	1.310171e+09 	4.838160e+03 	7.823957e+21 	4.428342e+01 	2.850227e+08 	6.436563e+06 	1.354127e+39 	8.868122e+38 	3.324292e+08 	3.333333e-01 	
1.204775e+06 	1.308665e+09 	4.791115e+03 	7.785566e+21 	4.471487e+01 	2.848588e+08 	6.370784e+06 	1.353949e+39 	8.867109e+38 	3.294405e+08 	3.333333e-01 	
1.204815e+06 	1.307162e+09 	4.744527e+03 	7.747420e+21 	4.515051e+01 	2.846952e+08 	6.305684e+06 	1.353769e+39 	8.866090e+38 	3.264784e+08 	3.333333e-01 	
1.204856e+06 	1.305662e+09 	4.698392e+03 	7.709515e+21 	4.559038e+01 	2.845318e+08 	6.241255e+06 	1.353589e+39 	8.865066e+38 	3.235426e+08 	3.333333e-01 	
1.204896e+06 	1.304166e+09 	4.652705e+03 	7.671850e+21 	4.603453e+01 	2.843688e+08 	6.177491e+06 	1.353408e+39 	8.864036e+38 	3.206329e+08 	3.333333e-01 	
1.204937e+06 	1.302673e+09 	4.607463e+03 	7.634423e+21 	4.648299e+01 	2.842060e+08 	6.114383e+06 	1.353225e+39 	8.862999e+38 	3.177491e+08 	3.333333e-01 	
1.204978e+06 	1.301184e+09 	4.562661e+03 	7.597232e+21 	4.693581e+01 	2.840435e+08 	6.051926e+06 	1.353042e+39 	8.861957e+38 	3.148910e+08 	3.333333e-01 	
